BANK NAME,BRANCH NAME,SORT CODE
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -SUAME BRANCH,340618
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -TAFO BRANCH,340619
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA - ROMAN HILL MARKET BRANCH,340620
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -KRONUM BRANCH,340621
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA - ABUAKWA BRANCH,340622
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA - SUNYANI MAIN BRANCH,340701
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -SUNYANI POST OFFICE BRANCH,340702
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -TECHIMAN MARKET BRANCH,340703
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA - TECHIMAN WENCHI ROAD BRANCH,340704
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -TECHIMAN VALLEY VIEW BRANCH,340705
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA - TAMALE MAIN BRANCH,340801
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -TAMALE ABOABO BRANCH,340802
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA - TAMALE HOSPITAL ROAD BRANCH,340803
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -BOLE BRANCH,340804
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA - BAWKU BRANCH,340901
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -BOLGA POLICE STATION ROAD BRANCH,340902
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -BOLGA COMMERCIAL ROAD BRANCH,340903
CONSOLIDATED BANK GHANA,CONSOLIDATED BANK GHANA -WA BRANCH,341001
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - HEAD OFFICE BRANCH,360101
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - ABOSSEY OKAI BRANCH,360102
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - ASHAIMAN BRANCH,360103
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - DZORWULU BRANCH,360104
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - DOME BRANCH,360105
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - NMAI DJORN BRANCH,360106
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - TEMA COMM 1 BRANCH,360107
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD- KOKOMLEMLE BRANCH,360108
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - MADINA BRANCH,360109
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - TUDU BRANCH,360110
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - SPINTEX BRANCH,360111
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - OSU BRANCH,360112
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - WEIJA BRANCH,360113
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD- EAST LEGON BRANCH,360114
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - TEMA COMM 2 BRANCH,360115
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - KOFORIDUA BRANCH,360201
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - KASOA BRANCH,360301
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD -  TAKORADI BRANCH,360401
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - TARKWA BRANCH,360402
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD- MANHYIA BRANCH,360601
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - KUMASI CENTRAL MARKET BRANCH,360602
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - KEJETIA BRANCH,360603
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - ANLOGA BRANCH,360604
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - KRONUM BRANCH,360605
OMNI BANK GHANA LTD,OMNI BANK GHANA LTD - ADUM BRANCH,360606
